,time
4297,2021-10-07
4298,2021-10-08
4299,2021-10-09
4300,2021-10-10
4301,2021-10-11
4302,2021-10-12
4303,2021-10-13
4304,2021-10-14
4305,2021-10-15
4306,2021-10-16
4307,2021-10-17
4308,2021-10-18
4309,2021-10-19
4310,2021-10-20
4311,2021-10-21
4312,2021-10-22
4313,2021-10-23
4314,2021-10-24
4315,2021-10-25
4316,2021-10-26
4317,2021-10-27
4318,2021-10-28
4319,2021-10-29
4320,2021-10-30
4321,2021-10-31
4322,2021-11-01
4323,2021-11-02
4324,2021-11-03
4325,2021-11-04
4326,2021-11-05
4327,2021-11-06
4328,2021-11-07
4329,2021-11-08
4330,2021-11-09
4331,2021-11-10
4332,2021-11-11
4333,2021-11-12
4334,2021-11-13
4335,2021-11-14
4336,2021-11-15
4337,2021-11-16
4338,2021-11-17
4339,2021-11-18
4340,2021-11-19
4341,2021-11-20
4342,2021-11-21
4343,2021-11-22
4344,2021-11-23
4345,2021-11-24
4346,2021-11-25
4347,2021-11-26
4348,2021-11-27
4349,2021-11-28
4350,2021-11-29
4351,2021-11-30
4352,2021-12-01
4353,2021-12-02
4354,2021-12-03
4355,2021-12-04
4356,2021-12-05
4357,2021-12-06
4358,2021-12-07
4359,2021-12-08
4360,2021-12-09
4361,2021-12-10
4362,2021-12-11
4363,2021-12-12
4364,2021-12-13
4365,2021-12-14
4366,2021-12-15
4367,2021-12-16
4368,2021-12-17
4369,2021-12-18
4370,2021-12-19
4371,2021-12-20
4372,2021-12-21
4373,2021-12-22
4374,2021-12-23
4375,2021-12-24
4376,2021-12-25
4377,2021-12-26
4378,2021-12-27
4379,2021-12-28
4380,2021-12-29
4381,2021-12-30
4382,2021-12-31
